Company_ID,Industry,Years_in_Business,Annual_Revenue_M,Website_Visits_30d,Whitepaper_Downloads,Credit_Score_Proxy,Prior_Amex_Relationship,Converted
3367,Retail,10,22.7,4,1,753,0,0
3368,Healthcare,5,11.56,5,0,666,0,0
3369,Consulting,18,15.83,5,0,684,0,0
3370,Retail,21,35.18,11,0,700,0,1
3371,Consulting,15,11.6,6,1,755,0,0
3372,Consulting,20,31.28,4,0,710,0,0
3373,Tech,8,29.69,3,1,666,1,0
3374,Retail,17,48.54,5,0,708,0,1
3375,Retail,12,3.51,3,0,774,0,0
3376,Consulting,21,5.85,7,0,727,0,0
3377,Healthcare,12,25.55,5,0,714,1,0
3378,Tech,1,26.59,3,0,783,0,0
3379,Consulting,4,2.48,7,0,675,1,0
3380,Manufacturing,8,41.38,3,2,716,0,1
3381,Manufacturing,1,24.99,2,1,657,1,0
3382,Tech,15,17.66,5,0,662,0,0
3383,Healthcare,18,16.28,1,0,763,0,0
3384,Consulting,1,43.14,5,0,629,0,0
3385,Retail,11,10.24,7,1,550,0,0
3386,Tech,23,8.44,4,0,763,1,0
3387,Healthcare,2,11.05,5,0,598,0,0
3388,Retail,1,31.44,6,0,765,0,1
3389,Manufacturing,12,40.64,4,0,718,0,0
3390,Manufacturing,16,16.88,6,0,678,0,0
3391,Retail,22,9.09,8,1,707,1,0
3392,Tech,22,10.86,5,0,661,0,0
3393,Manufacturing,10,31.15,5,0,645,0,0
3394,Consulting,18,12.68,3,0,742,0,1
3395,Retail,15,43.93,8,0,671,0,1
3396,Retail,17,5.64,6,1,803,0,0
3397,Manufacturing,10,2.1,2,2,698,0,0
3398,Tech,3,4.87,3,0,705,0,1
3399,Consulting,21,42.36,5,0,661,0,1
3400,Tech,16,32.74,5,1,719,1,0
3401,Healthcare,6,47.91,8,1,708,0,1
3402,Healthcare,3,17.15,3,0,671,1,1
3403,Manufacturing,9,11.03,4,0,716,0,0
3404,Manufacturing,11,28.32,5,0,690,1,0
3405,Manufacturing,21,27.12,5,1,688,0,0
3406,Healthcare,13,29.76,4,2,758,0,0
3407,Tech,18,17.7,4,0,636,0,0
3408,Tech,22,0.79,5,0,749,0,0
3409,Manufacturing,24,2.23,7,0,635,0,0
3410,Consulting,22,33.36,11,0,693,0,0
3411,Tech,4,26.4,4,0,717,0,0
3412,Healthcare,22,41.14,5,1,688,0,1
3413,Retail,24,15.37,7,0,739,0,0
3414,Retail,8,40.87,2,1,724,0,1
3415,Retail,13,21.56,4,0,650,0,0
3416,Consulting,10,5.29,3,1,687,0,0
3417,Manufacturing,2,48.91,4,0,710,0,0
3418,Healthcare,8,25.84,5,1,756,0,1
3419,Consulting,6,31.66,10,1,748,0,1
3420,Healthcare,16,33.7,6,0,700,0,0
3421,Healthcare,18,18.44,3,0,782,0,0
3422,Manufacturing,17,37.5,3,0,615,0,0
3423,Retail,6,43.58,6,0,661,1,0
3424,Manufacturing,13,19.67,5,0,692,1,0
3425,Consulting,23,33.02,14,0,716,1,1
3426,Consulting,14,37.98,4,0,729,0,0
3427,Consulting,21,9.91,6,0,638,0,0
3428,Manufacturing,10,16.96,5,0,693,0,0
3429,Healthcare,24,5.89,5,1,725,0,0
3430,Healthcare,11,30.31,4,0,649,1,0
3431,Tech,13,40.15,4,0,694,0,0
3432,Consulting,12,30.74,4,0,734,0,0
3433,Healthcare,9,9.4,2,0,793,0,1
3434,Tech,4,27.55,6,1,672,0,0
3435,Healthcare,7,41.83,2,0,716,1,0
3436,Consulting,24,15.48,2,0,719,0,0
3437,Retail,22,41.72,5,1,650,0,0
3438,Consulting,2,39.34,4,1,744,0,1
3439,Manufacturing,7,1.58,2,0,696,1,0
3440,Healthcare,9,12.35,4,1,722,0,0
3441,Healthcare,5,27.38,5,2,685,1,0
3442,Manufacturing,15,36.02,5,0,688,0,1
3443,Manufacturing,18,44.09,7,0,678,1,1
3444,Retail,4,32.23,10,0,654,0,0
3445,Healthcare,19,19.33,5,0,599,1,0
3446,Healthcare,20,9.64,5,0,703,0,0
3447,Retail,7,38.12,6,0,672,0,0
3448,Tech,8,10.74,7,0,657,0,1
3449,Retail,17,34.92,6,1,727,0,0
3450,Consulting,13,9.47,5,0,707,0,0
3451,Healthcare,24,5.01,9,2,642,0,0
3452,Manufacturing,21,12.93,4,0,698,0,0
3453,Consulting,23,14.6,8,0,678,0,0
3454,Healthcare,11,32.54,6,1,715,0,1
3455,Retail,1,8.46,6,0,757,0,0
3456,Consulting,2,46.55,5,2,660,1,0
3457,Healthcare,17,27.94,2,0,681,0,0
3458,Tech,5,24.8,4,0,724,0,0
3459,Tech,6,22.02,3,0,671,0,0
3460,Manufacturing,24,28.55,9,2,707,0,1
3461,Healthcare,7,1.61,5,2,680,0,0
3462,Tech,21,49.51,8,0,746,0,1
3463,Retail,15,28.1,7,0,723,1,0
3464,Healthcare,19,2.24,7,0,679,1,0
3465,Retail,16,29.7,4,1,692,0,0
3466,Retail,13,22.14,3,2,636,0,0
3467,Tech,5,1.69,4,1,693,0,0
3468,Healthcare,3,46.26,3,0,655,0,1
3469,Consulting,3,1.02,4,0,710,0,0
3470,Tech,19,29.1,4,0,724,1,0
3471,Tech,14,48.11,10,2,698,0,1
3472,Healthcare,16,12.26,5,0,716,0,0
3473,Healthcare,22,13.08,9,0,713,0,1
3474,Retail,17,0.52,9,0,741,0,0
3475,Healthcare,4,3.78,5,0,586,1,0
3476,Retail,13,2.72,5,0,736,0,0
3477,Tech,8,41.22,3,0,777,0,1
3478,Manufacturing,19,41.92,5,0,728,0,0
3479,Consulting,5,36.47,4,1,648,0,0
3480,Tech,2,17.96,5,1,753,0,1
3481,Healthcare,15,41.15,2,1,685,0,0
3482,Consulting,2,27.22,7,0,686,0,1
3483,Manufacturing,11,15.56,1,0,723,1,1
3484,Manufacturing,13,22.15,3,1,714,0,0
3485,Retail,23,3.76,4,2,747,1,1
3486,Consulting,10,47.27,5,0,625,1,0
3487,Retail,3,31.15,5,0,683,0,0
3488,Tech,5,36.7,6,0,642,0,0
3489,Consulting,3,33.99,7,1,589,0,0
3490,Tech,6,33.55,5,0,666,1,1
3491,Retail,13,1.35,6,0,716,0,0
3492,Consulting,10,26.51,5,0,761,0,1
3493,Retail,19,41.17,8,0,775,0,0
3494,Consulting,8,2.7,2,0,698,1,0
3495,Retail,18,47.83,7,1,670,0,0
3496,Manufacturing,3,21.5,10,1,715,0,1
3497,Retail,24,14.85,2,0,771,0,0
3498,Manufacturing,24,26.83,2,0,704,0,0
3499,Retail,17,40.16,6,0,769,0,0
3500,Consulting,8,24.0,6,0,744,1,1
3501,Consulting,10,32.43,4,0,737,0,1
3502,Consulting,2,25.25,2,1,706,0,1
3503,Healthcare,12,31.75,10,2,839,0,0
3504,Tech,23,7.33,4,0,731,0,0
3505,Consulting,6,2.41,2,1,713,1,1
3506,Manufacturing,2,7.28,2,0,746,0,0
3507,Consulting,21,14.65,2,0,620,1,0
3508,Healthcare,23,13.04,5,0,679,0,0
3509,Manufacturing,24,30.95,4,0,667,0,0
3510,Healthcare,3,23.07,4,0,663,1,0
3511,Manufacturing,17,2.42,7,0,724,1,0
3512,Retail,7,2.23,6,0,807,0,0
3513,Tech,21,4.98,7,0,671,0,0
3514,Tech,5,17.98,4,0,678,0,0
3515,Healthcare,23,0.81,6,1,684,1,0
3516,Tech,1,24.95,4,0,706,0,0
3517,Healthcare,8,18.35,5,1,664,0,0
3518,Healthcare,12,27.99,4,1,651,0,0
3519,Healthcare,14,36.18,6,0,714,0,0
3520,Tech,16,12.92,4,0,636,0,0
3521,Healthcare,10,8.28,7,0,666,0,0
3522,Tech,15,14.26,5,1,779,0,0
3523,Healthcare,21,0.59,9,0,682,0,0
3524,Consulting,24,6.44,5,0,642,0,0
3525,Healthcare,15,37.67,1,0,751,0,0
3526,Manufacturing,10,11.53,4,2,695,0,0
3527,Healthcare,21,49.72,6,0,665,0,1
3528,Retail,7,8.81,8,1,702,0,0
3529,Healthcare,3,39.54,2,1,595,1,0
3530,Manufacturing,2,35.4,7,0,718,0,0
3531,Manufacturing,6,16.45,5,1,653,0,0
3532,Tech,21,16.87,5,0,729,0,0
3533,Consulting,9,28.4,6,2,836,0,0
3534,Healthcare,10,42.69,6,0,819,1,0
3535,Tech,4,19.62,9,1,749,0,0
3536,Consulting,3,3.53,8,0,790,1,1
3537,Healthcare,9,19.03,8,0,719,0,0
3538,Retail,24,10.76,6,0,663,0,0
3539,Healthcare,22,46.99,2,1,632,0,1
3540,Manufacturing,17,35.02,4,0,692,0,0
3541,Manufacturing,14,3.02,4,0,616,0,0
3542,Retail,10,15.0,6,0,635,1,0
3543,Tech,13,2.99,10,0,747,0,0
3544,Consulting,12,41.59,6,0,693,0,0
3545,Healthcare,1,45.36,7,0,660,0,1
3546,Manufacturing,22,6.06,4,0,701,1,0
3547,Tech,19,22.29,7,2,650,0,0
3548,Retail,19,46.63,4,2,755,0,0
3549,Manufacturing,6,7.69,6,0,672,0,0
3550,Retail,13,14.95,9,0,675,0,0
3551,Healthcare,19,15.56,4,0,697,0,0
3552,Consulting,13,1.99,4,0,681,0,0
3553,Manufacturing,22,2.3,2,1,774,0,0
3554,Manufacturing,21,47.66,6,1,783,1,0
3555,Healthcare,4,28.77,3,0,705,0,0
3556,Tech,24,15.68,1,0,795,0,0
3557,Consulting,2,19.24,4,0,728,0,1
3558,Manufacturing,15,35.88,4,0,702,0,0
3559,Consulting,12,18.64,9,1,751,0,0
3560,Manufacturing,7,11.77,3,1,708,0,0
3561,Consulting,20,5.54,6,0,704,1,1
3562,Retail,18,36.58,6,0,694,0,1
3563,Manufacturing,23,9.44,2,0,668,0,0
3564,Consulting,13,3.95,1,0,667,0,0
3565,Tech,17,21.63,7,1,620,0,0
3566,Retail,4,2.46,5,0,624,0,0
3567,Retail,14,48.27,5,0,657,0,0
3568,Tech,20,31.55,10,0,603,0,0
3569,Consulting,13,8.06,8,0,678,0,0
3570,Healthcare,3,9.04,5,0,646,1,0
3571,Tech,18,28.71,4,0,719,0,0
3572,Consulting,14,18.15,3,2,730,1,0
3573,Tech,15,38.83,4,1,663,0,1
3574,Tech,3,27.52,6,0,778,0,1
3575,Manufacturing,1,21.95,4,0,673,0,0
3576,Consulting,24,48.17,3,0,742,0,0
3577,Healthcare,17,19.84,6,1,669,1,0
3578,Manufacturing,3,20.33,5,0,724,0,0
3579,Tech,14,33.46,3,0,707,0,0
3580,Tech,3,40.57,5,0,678,0,0
3581,Tech,13,31.5,1,1,758,0,0
3582,Consulting,15,35.08,3,2,690,0,1
3583,Consulting,18,18.96,4,0,690,0,0
3584,Manufacturing,14,24.24,7,0,739,0,0
3585,Healthcare,21,10.25,3,1,626,0,0
3586,Manufacturing,3,34.17,4,2,739,0,1
3587,Retail,19,11.46,7,2,731,0,0
3588,Tech,8,0.56,6,2,678,1,1
3589,Tech,4,46.72,4,0,691,0,0
3590,Tech,4,15.65,2,2,643,0,0
3591,Manufacturing,19,10.23,6,0,812,0,0
3592,Manufacturing,11,13.77,7,0,638,0,0
3593,Tech,1,16.86,3,0,649,0,1
3594,Manufacturing,8,23.99,4,0,798,0,0
3595,Consulting,15,3.93,3,0,803,0,0
3596,Consulting,1,3.11,8,0,650,1,0
3597,Manufacturing,7,15.0,3,1,747,0,0
3598,Tech,21,15.14,7,0,733,0,0
3599,Manufacturing,20,6.32,7,0,674,0,0
3600,Manufacturing,20,20.54,4,1,681,0,1
3601,Manufacturing,24,14.56,4,0,695,0,0
3602,Retail,11,1.79,5,1,768,0,0
3603,Consulting,14,44.34,2,0,769,0,1
3604,Healthcare,22,44.36,8,0,667,1,1
3605,Healthcare,16,10.85,6,0,710,0,0
3606,Retail,14,8.56,6,0,677,1,1
3607,Manufacturing,12,27.59,7,0,570,1,0
3608,Retail,17,31.72,6,0,737,0,1
3609,Retail,14,47.9,7,0,688,0,0
3610,Tech,10,19.18,1,2,656,0,0
3611,Consulting,24,31.1,8,0,698,0,1
3612,Healthcare,14,43.97,3,0,654,0,0
3613,Manufacturing,18,22.77,2,1,786,0,0
3614,Healthcare,22,6.56,10,0,756,0,0
3615,Healthcare,9,19.18,5,0,738,0,0
3616,Consulting,17,7.26,2,0,661,1,0
3617,Healthcare,6,1.32,6,1,690,1,0
3618,Healthcare,8,37.7,5,0,645,0,1
3619,Retail,13,12.3,7,0,699,0,0
3620,Consulting,18,0.6,2,0,671,0,0
3621,Tech,5,43.69,4,0,700,0,0
3622,Manufacturing,6,22.47,4,0,745,0,0
3623,Healthcare,21,12.32,0,1,712,1,0
3624,Manufacturing,19,13.51,2,0,682,0,0
3625,Tech,4,12.41,0,0,655,0,0
3626,Manufacturing,7,10.13,3,0,564,0,0
3627,Tech,4,42.14,4,0,756,0,0
3628,Retail,11,8.93,8,0,719,0,0
3629,Healthcare,12,28.31,3,2,774,0,0
3630,Tech,14,4.33,6,0,673,0,0
3631,Manufacturing,13,47.5,6,0,581,1,0
3632,Healthcare,10,30.36,3,1,728,0,0
3633,Retail,18,45.21,3,0,645,0,0
3634,Healthcare,16,20.19,10,1,774,0,1
3635,Tech,5,40.63,4,0,644,0,0
3636,Retail,8,42.76,5,0,695,0,0
3637,Manufacturing,14,35.3,5,0,724,0,0
3638,Retail,5,5.1,4,0,717,1,0
3639,Retail,24,1.3,5,0,695,0,0
3640,Consulting,8,8.84,7,2,688,0,0
3641,Retail,6,6.35,4,0,754,0,0
3642,Retail,16,36.39,5,0,687,0,0
3643,Healthcare,4,28.07,2,1,711,0,1
3644,Manufacturing,12,26.53,8,0,770,0,0
3645,Healthcare,11,13.02,6,1,710,0,0
3646,Healthcare,3,8.15,9,0,635,1,0
3647,Tech,12,10.72,4,0,744,0,0
3648,Healthcare,5,20.31,5,0,693,0,0
3649,Consulting,6,37.14,5,0,742,1,1
3650,Consulting,19,13.1,10,0,666,0,0
3651,Tech,18,35.08,3,0,675,1,0
3652,Manufacturing,16,24.83,4,0,703,0,0
3653,Manufacturing,23,44.33,7,0,671,0,0
3654,Healthcare,11,12.03,8,0,681,0,0
3655,Healthcare,5,22.82,5,0,772,0,1
3656,Healthcare,9,5.28,7,1,692,0,0
3657,Manufacturing,3,17.09,5,0,612,0,0
3658,Retail,8,25.59,6,0,743,0,0
3659,Consulting,6,36.77,5,1,738,1,0
3660,Retail,4,10.3,4,0,772,0,0
3661,Retail,12,11.3,10,1,684,0,0
3662,Manufacturing,12,31.76,8,0,666,0,0
3663,Retail,21,19.43,3,0,735,0,0
3664,Tech,16,24.36,2,0,706,0,0
3665,Healthcare,10,41.89,6,2,761,0,1
3666,Tech,22,25.2,4,2,749,0,1
3667,Consulting,14,32.8,6,0,712,0,0
3668,Healthcare,13,33.01,2,1,646,1,0
3669,Retail,9,40.28,3,0,740,0,0
3670,Consulting,7,32.09,6,0,733,1,1
3671,Healthcare,12,3.71,8,0,734,0,0
3672,Retail,5,17.44,3,2,655,1,0
3673,Tech,18,49.47,6,0,730,0,0
3674,Healthcare,4,10.23,7,1,605,1,0
3675,Retail,2,29.54,3,0,660,0,0
3676,Tech,3,42.23,4,0,700,0,0
3677,Consulting,12,29.53,5,0,724,0,0
3678,Consulting,3,18.93,9,1,735,0,0
3679,Consulting,4,4.47,4,2,642,0,0
3680,Consulting,6,18.4,5,0,763,1,0
3681,Manufacturing,12,9.51,11,0,662,0,0
3682,Healthcare,19,48.06,6,0,679,0,1
3683,Healthcare,10,35.89,5,0,684,0,0
3684,Manufacturing,1,37.59,9,2,623,1,0
3685,Retail,17,22.08,5,0,659,0,0
3686,Retail,16,5.94,3,1,711,1,0
3687,Consulting,9,13.7,2,0,770,1,1
3688,Tech,21,13.36,4,0,720,0,0
3689,Retail,9,24.6,1,0,748,0,0
3690,Tech,23,23.32,7,0,643,1,1
3691,Healthcare,9,21.95,2,0,714,0,0
3692,Tech,12,25.05,4,2,706,1,1
3693,Healthcare,23,49.36,4,1,687,0,0
3694,Manufacturing,9,15.27,2,2,691,0,0
3695,Manufacturing,15,30.96,6,0,619,0,0
3696,Consulting,2,12.36,5,0,719,0,1
3697,Retail,11,23.6,6,2,704,1,0
3698,Consulting,11,10.4,5,0,697,0,0
3699,Healthcare,8,28.13,3,0,746,0,0
3700,Consulting,23,13.62,4,0,760,0,1
3701,Tech,6,2.32,9,0,681,0,0
3702,Healthcare,21,40.86,5,0,830,0,0
3703,Manufacturing,20,6.85,3,1,736,0,0
3704,Retail,7,18.72,4,1,616,1,0
3705,Healthcare,3,24.12,8,0,714,0,0
3706,Healthcare,8,21.91,11,0,768,0,1
3707,Tech,18,36.42,5,1,712,0,0
3708,Retail,17,30.04,5,0,637,0,0
3709,Manufacturing,11,15.12,3,0,678,0,0
3710,Healthcare,2,3.06,3,1,681,0,1
3711,Healthcare,21,38.5,1,1,652,0,0
3712,Tech,24,17.95,4,0,705,1,0
3713,Consulting,19,44.54,4,0,774,0,1
3714,Manufacturing,7,20.06,4,0,638,0,0
3715,Retail,18,36.02,6,0,674,1,0
3716,Healthcare,8,47.01,6,0,830,0,0
3717,Healthcare,14,32.73,2,0,659,1,0
3718,Manufacturing,7,20.97,5,0,648,0,0
3719,Consulting,21,28.59,5,0,706,0,0
3720,Healthcare,4,27.4,6,1,624,0,1
3721,Manufacturing,17,29.45,7,0,667,1,0
3722,Tech,5,7.77,10,1,744,0,0
3723,Consulting,12,35.08,4,0,581,0,0
3724,Retail,9,7.68,6,0,668,0,0
3725,Healthcare,20,1.22,7,0,569,0,0
3726,Manufacturing,13,31.43,3,0,763,0,0
3727,Tech,18,6.29,3,0,662,1,0
3728,Retail,20,38.64,5,0,696,1,0
3729,Manufacturing,9,43.37,5,0,674,1,1
3730,Manufacturing,4,47.26,4,0,639,0,0
3731,Retail,21,33.39,6,0,723,0,0
3732,Tech,8,24.36,5,0,683,0,0
3733,Tech,1,17.94,4,1,714,0,1
3734,Consulting,17,24.8,7,1,730,1,0
3735,Healthcare,9,9.92,5,1,719,0,0
3736,Retail,20,17.75,4,0,706,0,0
3737,Retail,13,36.04,7,0,688,0,0
3738,Retail,2,11.26,6,1,627,0,0
3739,Tech,13,13.57,5,0,720,1,0
3740,Healthcare,9,37.59,4,2,687,0,1
3741,Consulting,20,9.3,7,1,769,0,0
3742,Manufacturing,6,12.67,4,1,754,0,0
3743,Manufacturing,1,1.37,8,2,764,0,0
3744,Retail,5,36.14,1,1,723,0,0
3745,Healthcare,3,31.09,8,0,755,0,0
3746,Tech,4,34.87,1,1,701,0,0
3747,Healthcare,1,11.11,6,0,804,0,0
3748,Healthcare,14,34.53,2,0,607,0,0
3749,Tech,9,30.02,6,0,752,0,0
3750,Retail,24,18.62,6,1,655,0,0
3751,Healthcare,4,22.17,6,0,690,0,0
3752,Manufacturing,18,28.61,3,0,677,0,0
3753,Tech,14,24.92,6,0,641,0,0
3754,Consulting,4,32.27,5,0,657,0,0
3755,Retail,10,9.46,1,0,619,0,0
3756,Tech,3,27.27,8,1,633,0,0
3757,Consulting,23,22.79,4,0,563,1,0
3758,Consulting,7,23.32,4,0,676,0,1
3759,Healthcare,10,23.73,3,0,646,0,0
3760,Healthcare,13,44.13,5,1,655,0,1
3761,Healthcare,4,41.02,5,0,780,0,0
3762,Tech,18,31.66,3,0,656,1,0
3763,Tech,11,35.97,6,0,605,0,0
3764,Retail,4,2.62,1,2,813,1,0
3765,Healthcare,24,37.33,3,0,768,0,1
3766,Consulting,14,24.57,7,2,753,0,0
3767,Manufacturing,18,16.23,3,0,681,0,0
3768,Retail,8,7.42,5,2,630,0,0
3769,Tech,10,4.22,5,0,570,0,0
3770,Retail,5,2.72,4,0,591,0,0
3771,Retail,23,8.51,6,2,715,0,0
3772,Retail,7,1.99,2,0,636,0,0
3773,Retail,12,36.77,3,1,705,0,0
3774,Manufacturing,3,12.81,7,0,705,0,0
3775,Healthcare,4,18.75,0,0,641,0,0
3776,Consulting,10,41.22,5,0,674,1,0
3777,Retail,4,6.18,5,0,647,0,0
3778,Retail,15,41.86,4,0,700,0,1
3779,Retail,10,32.16,2,0,693,1,0
3780,Healthcare,21,17.43,5,0,758,0,0
3781,Tech,22,6.33,6,0,676,0,0
3782,Tech,16,5.03,4,0,733,0,0
3783,Manufacturing,15,17.11,6,0,706,1,0
3784,Tech,19,7.45,8,0,761,0,0
3785,Retail,20,13.75,4,0,685,0,0
3786,Retail,19,3.12,4,0,633,0,0
3787,Retail,18,29.95,6,0,647,0,0
3788,Manufacturing,12,7.69,11,0,660,0,0
3789,Retail,16,37.96,6,0,775,0,1
3790,Tech,1,11.3,10,2,752,0,1
3791,Healthcare,16,40.0,4,0,715,0,0
3792,Healthcare,2,9.9,3,1,672,0,0
3793,Consulting,24,36.21,9,0,842,0,0
3794,Tech,15,16.99,12,0,619,0,0
3795,Retail,7,29.36,5,1,677,0,1
3796,Healthcare,1,2.41,4,0,779,0,0
3797,Tech,5,25.01,6,1,717,0,0
3798,Healthcare,10,7.86,4,0,827,0,0
3799,Retail,22,24.57,5,0,690,0,0
3800,Healthcare,21,7.5,5,0,650,1,0
3801,Consulting,4,22.14,3,0,691,0,0
3802,Consulting,14,5.98,6,0,718,0,0
3803,Healthcare,13,11.39,2,0,622,0,0
3804,Tech,1,29.96,6,2,685,0,1
3805,Tech,16,48.84,7,0,693,0,0
3806,Tech,23,22.73,3,0,694,0,0
3807,Healthcare,9,34.52,5,0,654,0,0
3808,Tech,22,27.2,4,0,589,0,0
3809,Retail,16,25.17,6,0,649,0,0
3810,Consulting,19,3.7,5,0,658,0,0
3811,Retail,15,7.64,3,0,756,0,0
3812,Tech,14,44.21,6,0,719,0,1
3813,Retail,20,20.8,4,1,792,1,0
3814,Tech,10,30.91,11,1,702,0,1
3815,Healthcare,21,26.65,5,1,722,1,1
3816,Retail,12,19.25,10,0,712,0,1
3817,Healthcare,1,19.7,4,0,654,0,1
3818,Healthcare,21,28.0,9,2,746,0,0
3819,Manufacturing,17,7.49,4,1,730,0,0
3820,Tech,9,19.67,6,1,765,1,0
3821,Consulting,23,22.63,5,0,707,0,0
3822,Tech,19,49.26,5,0,718,1,0
3823,Consulting,18,17.9,4,0,746,0,1
3824,Tech,7,32.41,3,0,716,1,0
3825,Healthcare,9,7.3,8,0,665,0,0
3826,Retail,22,3.74,12,0,748,1,1
3827,Retail,21,43.64,9,0,807,1,1
3828,Manufacturing,12,36.67,5,1,699,0,1
3829,Consulting,7,16.22,5,0,733,1,0
3830,Consulting,14,25.48,0,0,636,0,0
3831,Consulting,15,7.22,3,1,655,0,0
3832,Healthcare,15,35.5,4,0,745,1,0
3833,Consulting,6,3.98,5,0,686,0,0
3834,Retail,21,37.97,6,0,696,0,1
3835,Healthcare,14,27.57,9,0,726,0,1
3836,Tech,2,14.3,6,0,666,0,0
3837,Consulting,8,43.2,4,2,747,0,0
3838,Consulting,13,49.31,6,0,724,0,1
3839,Tech,23,13.09,5,1,755,1,0
3840,Consulting,6,40.41,6,0,781,0,0
3841,Tech,5,37.63,9,2,726,0,1
3842,Healthcare,5,37.49,8,0,714,0,1
3843,Retail,1,47.88,8,0,671,0,0
3844,Tech,9,24.59,3,1,715,1,0
3845,Manufacturing,6,33.87,8,0,699,0,1
3846,Tech,20,41.28,4,0,692,0,0
3847,Consulting,7,24.24,5,0,705,1,0
3848,Healthcare,9,24.33,9,0,721,0,0
3849,Healthcare,5,16.27,3,1,673,0,0
3850,Tech,14,39.15,1,0,700,0,1
3851,Retail,5,34.47,4,1,714,1,1
3852,Manufacturing,8,22.83,4,2,769,0,1
3853,Healthcare,7,21.26,5,0,723,0,0
3854,Consulting,13,4.09,1,0,715,0,0
3855,Consulting,13,0.82,5,2,732,0,0
3856,Retail,8,26.68,0,0,807,0,0
3857,Healthcare,11,21.17,2,0,725,0,0
3858,Tech,18,39.9,3,0,720,0,0
3859,Consulting,19,27.36,4,0,770,0,1
3860,Retail,6,46.87,3,1,736,0,0
3861,Healthcare,22,10.21,6,0,616,1,0
3862,Healthcare,2,49.51,6,0,644,0,1
3863,Healthcare,13,15.25,3,0,725,0,0
3864,Healthcare,23,32.3,3,0,638,0,0
3865,Healthcare,11,25.34,2,0,726,0,0
3866,Consulting,1,18.3,6,0,751,1,0
3867,Retail,24,7.4,3,0,704,1,0
3868,Healthcare,2,7.17,3,0,699,0,0
3869,Manufacturing,17,35.72,4,1,695,0,0
3870,Manufacturing,8,19.19,7,0,718,0,0
3871,Retail,2,48.08,3,0,632,0,0
3872,Tech,6,16.62,7,0,731,0,0
3873,Tech,22,49.18,4,0,752,0,0
3874,Tech,5,10.67,3,0,767,0,0
3875,Manufacturing,16,5.59,7,0,624,0,0
3876,Tech,8,15.97,9,0,771,0,1
3877,Consulting,19,44.34,4,1,706,0,0
3878,Healthcare,16,26.33,6,1,720,0,1
3879,Manufacturing,13,7.21,5,1,712,0,0
3880,Retail,20,10.52,6,0,678,0,0
3881,Retail,7,15.91,4,0,642,1,0
3882,Healthcare,16,29.71,6,0,638,0,0
3883,Manufacturing,23,16.95,5,1,732,0,1
3884,Tech,16,37.48,6,0,639,0,1
3885,Tech,12,31.01,3,1,704,0,0
3886,Consulting,14,43.75,6,0,737,0,1
3887,Consulting,24,25.3,5,0,667,0,0
3888,Tech,18,16.89,4,0,792,0,1
3889,Retail,18,49.82,7,1,688,0,0
3890,Retail,16,18.1,3,0,711,0,0
3891,Consulting,20,21.72,6,0,688,0,0
3892,Healthcare,16,40.55,7,0,662,0,1
3893,Tech,13,4.89,6,0,755,1,0
3894,Consulting,9,19.63,6,0,670,0,0
3895,Consulting,9,4.74,7,0,673,0,0
3896,Tech,13,7.4,1,0,629,0,0
3897,Tech,4,0.73,3,0,685,0,0
3898,Retail,9,0.97,4,1,667,0,0
3899,Healthcare,15,19.32,9,0,788,0,0
3900,Healthcare,14,40.55,6,0,737,0,0
3901,Tech,19,29.56,7,1,666,0,1
3902,Manufacturing,12,31.93,3,0,711,0,0
3903,Consulting,21,26.2,4,0,673,0,0
3904,Consulting,6,41.08,5,1,666,0,0
3905,Tech,3,44.08,4,0,614,0,0
3906,Manufacturing,22,42.56,7,1,657,0,1
3907,Retail,20,40.7,4,0,744,0,0
3908,Tech,16,9.54,6,0,701,0,0
3909,Tech,20,29.9,3,0,694,0,1
3910,Consulting,24,29.32,1,0,677,0,0
3911,Tech,23,26.63,5,2,679,0,0
3912,Tech,17,24.3,5,1,759,1,0
3913,Tech,16,4.91,6,0,712,0,0
3914,Consulting,6,5.56,7,0,736,0,0
3915,Retail,8,45.16,6,0,713,0,1
3916,Retail,19,31.69,6,0,740,0,1
3917,Tech,2,13.48,3,0,742,0,0
3918,Consulting,14,14.33,2,0,675,0,0
3919,Retail,22,30.7,6,0,724,0,0
3920,Retail,12,20.64,4,0,741,0,0
3921,Retail,17,22.35,4,0,679,0,0
3922,Consulting,15,3.5,5,2,686,1,0
3923,Consulting,18,7.37,2,0,777,1,0
3924,Tech,16,19.97,8,0,759,0,1
3925,Healthcare,13,35.13,6,0,695,0,0
3926,Retail,21,2.88,1,0,719,1,0
3927,Healthcare,17,17.06,6,1,730,0,0
3928,Consulting,8,34.91,1,0,718,0,0
3929,Consulting,1,39.71,9,1,679,0,0
3930,Consulting,3,9.92,6,0,765,0,0
3931,Healthcare,16,36.71,5,0,669,0,0
3932,Consulting,2,47.79,5,0,768,0,1
3933,Tech,15,45.39,3,0,718,0,0
3934,Consulting,1,39.57,3,1,700,0,0
3935,Manufacturing,9,35.76,5,1,699,0,0
3936,Healthcare,16,12.14,5,0,719,0,1
3937,Manufacturing,4,31.88,7,2,750,0,0
3938,Consulting,12,32.34,4,1,750,0,1
3939,Tech,1,20.64,6,1,745,0,0
3940,Retail,1,24.9,2,0,563,0,0
3941,Consulting,7,34.85,6,1,600,0,0
3942,Tech,18,47.63,4,2,611,0,0
